,NExp,NMFCC,Nfft,NwinL,NhopL,Overlap,Ksize,AVGPreprocesTime,AVGTrainTime,F1Score,TestAcc,EpochsRan,FLOPS,AVGVimPreprocessTime,AVGVimPredictTime,AVGVimTFLitePredictTime
1687,1688,24,256,256,128,0.5,7,0 days 00:00:00.012030,0 days 00:05:40.482071,92.0,91.8,60,348885126.0,0 days 00:00:00.063259,0 days 00:00:00.299611,0 days 00:00:00.069095
1688,1689,24,256,256,192,0.25,2,0 days 00:00:00.010251,0 days 00:02:37.919658,85.4,84.8,69,19303046.0,0 days 00:00:00.054180,0 days 00:00:00.284264,0 days 00:00:00.005041
1689,1690,24,256,256,192,0.25,3,0 days 00:00:00.010251,0 days 00:02:42.926133,89.2,89.0,72,42978566.0,0 days 00:00:00.058860,0 days 00:00:00.292444,0 days 00:00:00.009425
1690,1691,24,256,256,192,0.25,5,0 days 00:00:00.010251,0 days 00:03:38.851895,90.4,90.2,70,118740230.0,0 days 00:00:00.058860,0 days 00:00:00.287188,0 days 00:00:00.023837
1691,1692,24,256,256,192,0.25,7,0 days 00:00:00.010251,0 days 00:03:35.925772,89.0,88.2,54,232382726.0,0 days 00:00:00.058413,0 days 00:00:00.291709,0 days 00:00:00.045824
1692,1693,24,256,256,256,0.0,2,0 days 00:00:00.011683,0 days 00:02:11.769856,88.4,88.0,74,14402310.0,0 days 00:00:00.059552,0 days 00:00:00.281925,0 days 00:00:00.003695
1693,1694,24,256,256,256,0.0,3,0 days 00:00:00.011683,0 days 00:02:12.149606,89.4,89.2,73,32066310.0,0 days 00:00:00.061061,0 days 00:00:00.286079,0 days 00:00:00.007133
1694,1695,24,256,256,256,0.0,5,0 days 00:00:00.011683,0 days 00:02:02.093308,84.4,82.2,50,88591110.0,0 days 00:00:00.060512,0 days 00:00:00.450293,0 days 00:00:00.017810
1695,1696,24,256,256,256,0.0,7,0 days 00:00:00.011683,0 days 00:03:56.340882,92.6,93.0,77,173378310.0,0 days 00:00:00.058783,0 days 00:00:00.293848,0 days 00:00:00.034050
1696,1697,24,512,256,64,0.75,2,0 days 00:00:00.023513,0 days 00:05:23.585936,87.0,86.4,57,57786310.0,0 days 00:00:00.081834,0 days 00:00:00.289507,0 days 00:00:00.015314
1697,1698,24,512,256,64,0.75,3,0 days 00:00:00.023513,0 days 00:05:59.824098,89.2,88.6,63,128661190.0,0 days 00:00:00.095494,0 days 00:00:00.295186,0 days 00:00:00.028090
1698,1699,24,512,256,64,0.75,5,0 days 00:00:00.023513,0 days 00:08:41.264697,90.4,89.8,64,355460806.0,0 days 00:00:00.090175,0 days 00:00:00.302451,0 days 00:00:00.070715
1699,1700,24,512,256,64,0.75,7,0 days 00:00:00.023513,0 days 00:13:59.525368,93.4,93.6,79,695660230.0,0 days 00:00:00.084342,0 days 00:00:00.322589,0 days 00:00:00.137407
1700,1701,24,512,256,128,0.5,2,0 days 00:00:00.012858,0 days 00:03:20.538791,88.4,88.6,66,28980486.0,0 days 00:00:00.074262,0 days 00:00:00.284019,0 days 00:00:00.007877
1701,1702,24,512,256,128,0.5,3,0 days 00:00:00.012858,0 days 00:03:24.199719,87.6,88.0,66,64525446.0,0 days 00:00:00.073624,0 days 00:00:00.290595,0 days 00:00:00.014536
1702,1703,24,512,256,128,0.5,5,0 days 00:00:00.012858,0 days 00:04:51.284385,90.8,90.8,68,178269318.0,0 days 00:00:00.070137,0 days 00:00:00.293049,0 days 00:00:00.036231
1703,1704,24,512,256,128,0.5,7,0 days 00:00:00.012858,0 days 00:07:27.124838,93.4,93.6,80,348885126.0,0 days 00:00:00.071119,0 days 00:00:00.302324,0 days 00:00:00.068873
1704,1705,24,512,256,192,0.25,2,0 days 00:00:00.011284,0 days 00:01:44.426417,86.0,84.6,48,19303046.0,0 days 00:00:00.070484,0 days 00:00:00.282036,0 days 00:00:00.005074
1705,1706,24,512,256,192,0.25,3,0 days 00:00:00.011284,0 days 00:02:13.770188,87.6,87.4,60,42978566.0,0 days 00:00:00.059542,0 days 00:00:00.288734,0 days 00:00:00.009698
1706,1707,24,512,256,192,0.25,5,0 days 00:00:00.011284,0 days 00:03:21.418438,90.0,89.8,65,118740230.0,0 days 00:00:00.066106,0 days 00:00:00.293236,0 days 00:00:00.024182
1707,1708,24,512,256,192,0.25,7,0 days 00:00:00.011284,0 days 00:04:29.901416,93.0,93.2,67,232382726.0,0 days 00:00:00.072657,0 days 00:00:00.297282,0 days 00:00:00.046432
1708,1709,24,512,256,256,0.0,2,0 days 00:00:00.011008,0 days 00:02:18.636837,90.2,90.0,73,14402310.0,0 days 00:00:00.058777,0 days 00:00:00.279992,0 days 00:00:00.003700
1709,1710,24,512,256,256,0.0,3,0 days 00:00:00.011008,0 days 00:02:15.428826,90.6,90.6,73,32066310.0,0 days 00:00:00.069522,0 days 00:00:00.452970,0 days 00:00:00.007192
1710,1711,24,512,256,256,0.0,5,0 days 00:00:00.011008,0 days 00:02:44.209655,91.4,91.6,67,88591110.0,0 days 00:00:00.069892,0 days 00:00:00.288784,0 days 00:00:00.018119
1711,1712,24,512,256,256,0.0,7,0 days 00:00:00.011008,0 days 00:03:24.829154,91.0,91.0,65,173378310.0,0 days 00:00:00.054974,0 days 00:00:00.294406,0 days 00:00:00.034342
1712,1713,24,512,512,128,0.75,2,0 days 00:00:00.017268,0 days 00:03:35.800686,87.0,88.0,70,28980486.0,0 days 00:00:00.068242,0 days 00:00:00.282742,0 days 00:00:00.007554
1713,1714,24,512,512,128,0.75,3,0 days 00:00:00.017268,0 days 00:03:57.316837,91.0,91.0,77,64525446.0,0 days 00:00:00.078416,0 days 00:00:00.288128,0 days 00:00:00.014442
1714,1715,24,512,512,128,0.75,5,0 days 00:00:00.017268,0 days 00:04:27.302460,90.2,90.0,62,178269318.0,0 days 00:00:00.069705,0 days 00:00:00.292683,0 days 00:00:00.036022
1715,1716,24,512,512,128,0.75,7,0 days 00:00:00.017268,0 days 00:05:56.643834,92.0,92.0,64,348885126.0,0 days 00:00:00.072454,0 days 00:00:00.449340,0 days 00:00:00.068945
1716,1717,24,512,512,256,0.5,2,0 days 00:00:00.014040,0 days 00:02:22.895755,90.2,90.6,76,14402310.0,0 days 00:00:00.067830,0 days 00:00:00.282602,0 days 00:00:00.003758
1717,1718,24,512,512,256,0.5,3,0 days 00:00:00.014040,0 days 00:02:12.246594,91.0,91.4,72,32066310.0,0 days 00:00:00.072983,0 days 00:00:00.286803,0 days 00:00:00.007179
1718,1719,24,512,512,256,0.5,5,0 days 00:00:00.014040,0 days 00:02:27.379078,90.0,90.2,62,88591110.0,0 days 00:00:00.066185,0 days 00:00:00.288302,0 days 00:00:00.018014
1719,1720,24,512,512,256,0.5,7,0 days 00:00:00.014040,0 days 00:03:26.556354,92.2,92.6,67,173378310.0,0 days 00:00:00.066981,0 days 00:00:00.289568,0 days 00:00:00.034652
1720,1721,24,512,512,384,0.25,2,0 days 00:00:00.009556,0 days 00:01:42.795802,90.0,90.0,70,9675974.0,0 days 00:00:00.058108,0 days 00:00:00.282765,0 days 00:00:00.002569
1721,1722,24,512,512,384,0.25,3,0 days 00:00:00.009556,0 days 00:01:33.491537,90.8,90.4,66,21543494.0,0 days 00:00:00.061512,0 days 00:00:00.287637,0 days 00:00:00.004813
1722,1723,24,512,512,384,0.25,5,0 days 00:00:00.009556,0 days 00:02:23.570411,93.6,93.8,76,59519558.0,0 days 00:00:00.065790,0 days 00:00:00.288777,0 days 00:00:00.012237
1723,1724,24,512,512,384,0.25,7,0 days 00:00:00.009556,0 days 00:02:34.622008,91.4,91.4,64,116483654.0,0 days 00:00:00.054296,0 days 00:00:00.289955,0 days 00:00:00.023426
1724,1725,24,512,512,512,0.0,2,0 days 00:00:00.011838,0 days 00:01:32.635682,90.4,91.0,77,7201606.0,0 days 00:00:00.056302,0 days 00:00:00.280055,0 days 00:00:00.001978
1725,1726,24,512,512,512,0.0,3,0 days 00:00:00.011838,0 days 00:01:42.671650,92.0,92.2,80,16033606.0,0 days 00:00:00.060766,0 days 00:00:00.284670,0 days 00:00:00.003677
1726,1727,24,512,512,512,0.0,5,0 days 00:00:00.011838,0 days 00:02:00.779295,93.6,93.6,77,44296006.0,0 days 00:00:00.056712,0 days 00:00:00.459903,0 days 00:00:00.009157
1727,1728,24,512,512,512,0.0,7,0 days 00:00:00.011838,0 days 00:02:04.025236,91.8,91.8,67,86689606.0,0 days 00:00:00.058953,0 days 00:00:00.293715,0 days 00:00:00.017504
1728,1729,24,1024,256,64,0.75,2,0 days 00:00:00.036884,0 days 00:06:27.114620,87.8,88.4,67,57786310.0,0 days 00:00:00.112634,0 days 00:00:00.294775,0 days 00:00:00.015057
1729,1730,24,1024,256,64,0.75,3,0 days 00:00:00.036884,0 days 00:06:26.473838,88.4,88.8,68,128661190.0,0 days 00:00:00.110709,0 days 00:00:00.299924,0 days 00:00:00.028459
1730,1731,24,1024,256,64,0.75,5,0 days 00:00:00.036884,0 days 00:09:58.198174,92.4,92.4,74,355460806.0,0 days 00:00:00.113704,0 days 00:00:00.300550,0 days 00:00:00.071432
1731,1732,24,1024,256,64,0.75,7,0 days 00:00:00.036884,0 days 00:10:02.260089,89.4,89.6,56,695660230.0,0 days 00:00:00.113243,0 days 00:00:00.316515,0 days 00:00:00.137140
1732,1733,24,1024,256,128,0.5,2,0 days 00:00:00.017837,0 days 00:02:22.046328,84.6,83.2,48,28980486.0,0 days 00:00:00.080208,0 days 00:00:00.281582,0 days 00:00:00.007420
1733,1734,24,1024,256,128,0.5,3,0 days 00:00:00.017837,0 days 00:02:44.033699,87.2,86.4,54,64525446.0,0 days 00:00:00.079778,0 days 00:00:00.298203,0 days 00:00:00.014116
1734,1735,24,1024,256,128,0.5,5,0 days 00:00:00.017837,0 days 00:04:36.872226,89.4,89.2,65,178269318.0,0 days 00:00:00.081093,0 days 00:00:00.306121,0 days 00:00:00.035584
1735,1736,24,1024,256,128,0.5,7,0 days 00:00:00.017837,0 days 00:05:58.781835,89.0,88.4,64,348885126.0,0 days 00:00:00.079045,0 days 00:00:00.300883,0 days 00:00:00.068745
1736,1737,24,1024,256,192,0.25,2,0 days 00:00:00.019452,0 days 00:02:02.623643,87.2,87.2,55,19303046.0,0 days 00:00:00.071344,0 days 00:00:00.284033,0 days 00:00:00.005046
1737,1738,24,1024,256,192,0.25,3,0 days 00:00:00.019452,0 days 00:02:14.550457,86.8,86.6,60,42978566.0,0 days 00:00:00.068911,0 days 00:00:00.286819,0 days 00:00:00.009652
1738,1739,24,1024,256,192,0.25,5,0 days 00:00:00.019452,0 days 00:03:09.247419,91.6,91.8,62,118740230.0,0 days 00:00:00.072758,0 days 00:00:00.288814,0 days 00:00:00.024182
1739,1740,24,1024,256,192,0.25,7,0 days 00:00:00.019452,0 days 00:04:19.013603,92.2,92.4,66,232382726.0,0 days 00:00:00.067618,0 days 00:00:00.298939,0 days 00:00:00.046177
1740,1741,24,1024,256,256,0.0,2,0 days 00:00:00.013412,0 days 00:01:39.962484,88.0,88.0,56,14402310.0,0 days 00:00:00.068143,0 days 00:00:00.285315,0 days 00:00:00.003790
1741,1742,24,1024,256,256,0.0,3,0 days 00:00:00.013412,0 days 00:01:44.516537,87.6,87.4,59,32066310.0,0 days 00:00:00.064942,0 days 00:00:00.290110,0 days 00:00:00.007270
1742,1743,24,1024,256,256,0.0,5,0 days 00:00:00.013412,0 days 00:02:20.157911,89.4,89.0,56,88591110.0,0 days 00:00:00.075783,0 days 00:00:00.299627,0 days 00:00:00.018221
1743,1744,24,1024,256,256,0.0,7,0 days 00:00:00.013412,0 days 00:03:06.684430,91.8,91.8,60,173378310.0,0 days 00:00:00.064592,0 days 00:00:00.297494,0 days 00:00:00.034305
1744,1745,24,1024,512,128,0.75,2,0 days 00:00:00.024001,0 days 00:03:52.654855,89.6,89.8,75,28980486.0,0 days 00:00:00.086115,0 days 00:00:00.282275,0 days 00:00:00.007738
1745,1746,24,1024,512,128,0.75,3,0 days 00:00:00.024001,0 days 00:03:17.632512,89.0,89.2,65,64525446.0,0 days 00:00:00.078421,0 days 00:00:00.288338,0 days 00:00:00.014588
1746,1747,24,1024,512,128,0.75,5,0 days 00:00:00.024001,0 days 00:03:55.411126,89.4,88.4,55,178269318.0,0 days 00:00:00.079246,0 days 00:00:00.302243,0 days 00:00:00.036418
1747,1748,24,1024,512,128,0.75,7,0 days 00:00:00.024001,0 days 00:06:32.165948,93.2,93.4,70,348885126.0,0 days 00:00:00.084012,0 days 00:00:00.479423,0 days 00:00:00.069161
1748,1749,24,1024,512,256,0.5,2,0 days 00:00:00.016747,0 days 00:01:57.171549,90.8,90.8,66,14402310.0,0 days 00:00:00.071282,0 days 00:00:00.283498,0 days 00:00:00.003670
1749,1750,24,1024,512,256,0.5,3,0 days 00:00:00.016747,0 days 00:02:04.125689,90.0,90.0,68,32066310.0,0 days 00:00:00.066629,0 days 00:00:00.293331,0 days 00:00:00.007131
1750,1751,24,1024,512,256,0.5,5,0 days 00:00:00.016747,0 days 00:02:55.481863,92.6,92.4,71,88591110.0,0 days 00:00:00.065877,0 days 00:00:00.292642,0 days 00:00:00.017736
1751,1752,24,1024,512,256,0.5,7,0 days 00:00:00.016747,0 days 00:03:40.516281,94.2,94.4,71,173378310.0,0 days 00:00:00.070911,0 days 00:00:00.290606,0 days 00:00:00.033891
1752,1753,24,1024,512,384,0.25,2,0 days 00:00:00.014186,0 days 00:01:45.232197,89.2,90.0,72,9675974.0,0 days 00:00:00.060438,0 days 00:00:00.272961,0 days 00:00:00.002570
1753,1754,24,1024,512,384,0.25,3,0 days 00:00:00.014186,0 days 00:01:48.566273,91.8,92.0,75,21543494.0,0 days 00:00:00.064576,0 days 00:00:00.443768,0 days 00:00:00.004878
1754,1755,24,1024,512,384,0.25,5,0 days 00:00:00.014186,0 days 00:01:55.436649,89.4,90.4,58,59519558.0,0 days 00:00:00.060555,0 days 00:00:00.295248,0 days 00:00:00.012126
1755,1756,24,1024,512,384,0.25,7,0 days 00:00:00.014186,0 days 00:02:14.458724,91.0,90.8,57,116483654.0,0 days 00:00:00.071687,0 days 00:00:00.285806,0 days 00:00:00.023404
1756,1757,24,1024,512,512,0.0,2,0 days 00:00:00.013797,0 days 00:01:25.524982,89.2,89.4,72,7201606.0,0 days 00:00:00.065623,0 days 00:00:00.275266,0 days 00:00:00.001874
1757,1758,24,1024,512,512,0.0,3,0 days 00:00:00.013797,0 days 00:01:34.959093,91.8,92.0,78,16033606.0,0 days 00:00:00.071647,0 days 00:00:00.280462,0 days 00:00:00.003620
1758,1759,24,1024,512,512,0.0,5,0 days 00:00:00.013797,0 days 00:02:00.105273,93.4,93.6,76,44296006.0,0 days 00:00:00.061541,0 days 00:00:00.295438,0 days 00:00:00.009078
1759,1760,24,1024,512,512,0.0,7,0 days 00:00:00.013797,0 days 00:02:13.805996,93.2,93.0,71,86689606.0,0 days 00:00:00.071626,0 days 00:00:00.302606,0 days 00:00:00.017509
1760,1761,24,1024,1024,256,0.75,2,0 days 00:00:00.013071,0 days 00:01:57.260192,90.4,90.6,65,14402310.0,0 days 00:00:00.071592,0 days 00:00:00.287969,0 days 00:00:00.003740
1761,1762,24,1024,1024,256,0.75,3,0 days 00:00:00.013071,0 days 00:02:19.328778,92.0,91.8,75,32066310.0,0 days 00:00:00.064446,0 days 00:00:00.293008,0 days 00:00:00.007179
1762,1763,24,1024,1024,256,0.75,5,0 days 00:00:00.013071,0 days 00:02:41.989602,92.8,93.0,65,88591110.0,0 days 00:00:00.070500,0 days 00:00:00.296903,0 days 00:00:00.017906
1763,1764,24,1024,1024,256,0.75,7,0 days 00:00:00.013071,0 days 00:03:11.143193,93.0,93.2,60,173378310.0,0 days 00:00:00.071318,0 days 00:00:00.300698,0 days 00:00:00.034562
1764,1765,24,1024,1024,512,0.5,2,0 days 00:00:00.011689,0 days 00:01:35.440829,91.8,92.0,78,7201606.0,0 days 00:00:00.061641,0 days 00:00:00.277403,0 days 00:00:00.001973
1765,1766,24,1024,1024,512,0.5,3,0 days 00:00:00.011689,0 days 00:01:31.894219,92.0,92.0,70,16033606.0,0 days 00:00:00.061263,0 days 00:00:00.283111,0 days 00:00:00.003740
1766,1767,24,1024,1024,512,0.5,5,0 days 00:00:00.011689,0 days 00:02:02.333393,95.6,95.8,80,44296006.0,0 days 00:00:00.063550,0 days 00:00:00.284603,0 days 00:00:00.009113
1767,1768,24,1024,1024,512,0.5,7,0 days 00:00:00.011689,0 days 00:01:53.248907,92.8,92.8,60,86689606.0,0 days 00:00:00.064557,0 days 00:00:00.291133,0 days 00:00:00.017204
1768,1769,24,1024,1024,768,0.25,2,0 days 00:00:00.011871,0 days 00:01:23.487409,90.2,91.0,80,4874118.0,0 days 00:00:00.049739,0 days 00:00:00.287385,0 days 00:00:00.001323
1769,1770,24,1024,1024,768,0.25,3,0 days 00:00:00.011871,0 days 00:01:22.934109,91.4,91.8,77,10852998.0,0 days 00:00:00.065475,0 days 00:00:00.285637,0 days 00:00:00.002466
1770,1771,24,1024,1024,768,0.25,5,0 days 00:00:00.011871,0 days 00:01:46.581721,94.8,95.0,80,29985414.0,0 days 00:00:00.063018,0 days 00:00:00.291930,0 days 00:00:00.006225
1771,1772,24,1024,1024,768,0.25,7,0 days 00:00:00.011871,0 days 00:01:46.667616,93.8,93.8,68,58684038.0,0 days 00:00:00.064406,0 days 00:00:00.296764,0 days 00:00:00.011848
1772,1773,24,1024,1024,1024,0.0,2,0 days 00:00:00.009075,0 days 00:01:20.149296,90.6,91.0,80,3650374.0,0 days 00:00:00.062600,0 days 00:00:00.284220,0 days 00:00:00.001005
1773,1774,24,1024,1024,1024,0.0,3,0 days 00:00:00.009075,0 days 00:01:05.892229,92.0,92.6,70,8127814.0,0 days 00:00:00.069228,0 days 00:00:00.461542,0 days 00:00:00.001868
1774,1775,24,1024,1024,1024,0.0,5,0 days 00:00:00.009075,0 days 00:01:22.756868,94.0,94.2,77,22455622.0,0 days 00:00:00.056051,0 days 00:00:00.294303,0 days 00:00:00.004685
1775,1776,24,1024,1024,1024,0.0,7,0 days 00:00:00.009075,0 days 00:01:13.843302,93.6,93.8,57,43947334.0,0 days 00:00:00.059315,0 days 00:00:00.289390,0 days 00:00:00.008851
1776,1777,24,2048,256,64,0.75,2,0 days 00:00:00.051953,0 days 00:05:44.842076,88.8,88.2,60,57786310.0,0 days 00:00:00.178679,0 days 00:00:00.298599,0 days 00:00:00.015112
1777,1778,24,2048,256,64,0.75,3,0 days 00:00:00.051953,0 days 00:04:16.912099,84.6,83.4,45,128661190.0,0 days 00:00:00.181495,0 days 00:00:00.483104,0 days 00:00:00.028312
1778,1779,24,2048,256,64,0.75,5,0 days 00:00:00.051953,0 days 00:07:36.914365,89.0,88.8,57,355460806.0,0 days 00:00:00.173070,0 days 00:00:00.316723,0 days 00:00:00.070215
1779,1780,24,2048,256,64,0.75,7,0 days 00:00:00.051953,0 days 00:12:37.834718,94.4,94.4,71,695660230.0,0 days 00:00:00.173662,0 days 00:00:00.327414,0 days 00:00:00.135394
1780,1781,24,2048,256,128,0.5,2,0 days 00:00:00.037508,0 days 00:04:10.770911,90.6,90.8,80,28980486.0,0 days 00:00:00.114783,0 days 00:00:00.471450,0 days 00:00:00.007700
1781,1782,24,2048,256,128,0.5,3,0 days 00:00:00.037508,0 days 00:03:23.340781,90.2,90.2,65,64525446.0,0 days 00:00:00.124148,0 days 00:00:00.300633,0 days 00:00:00.014489
1782,1783,24,2048,256,128,0.5,5,0 days 00:00:00.037508,0 days 00:05:02.892641,93.4,93.4,70,178269318.0,0 days 00:00:00.119763,0 days 00:00:00.302463,0 days 00:00:00.036546
1783,1784,24,2048,256,128,0.5,7,0 days 00:00:00.037508,0 days 00:05:42.949011,92.2,92.2,61,348885126.0,0 days 00:00:00.125071,0 days 00:00:00.310608,0 days 00:00:00.068726
1784,1785,24,2048,256,192,0.25,2,0 days 00:00:00.029919,0 days 00:02:19.228726,87.6,86.8,63,19303046.0,0 days 00:00:00.099536,0 days 00:00:00.279194,0 days 00:00:00.005219
1785,1786,24,2048,256,192,0.25,3,0 days 00:00:00.029919,0 days 00:02:17.745463,87.6,87.2,61,42978566.0,0 days 00:00:00.098475,0 days 00:00:00.288738,0 days 00:00:00.009680
1786,1787,24,2048,256,192,0.25,5,0 days 00:00:00.029919,0 days 00:02:51.356811,88.8,88.2,54,118740230.0,0 days 00:00:00.099630,0 days 00:00:00.455457,0 days 00:00:00.023494
1787,1788,24,2048,256,192,0.25,7,0 days 00:00:00.029919,0 days 00:04:26.339230,93.2,93.2,68,232382726.0,0 days 00:00:00.110266,0 days 00:00:00.304634,0 days 00:00:00.045690
1788,1789,24,2048,256,256,0.0,2,0 days 00:00:00.024948,0 days 00:02:07.487501,90.6,90.8,71,14402310.0,0 days 00:00:00.083421,0 days 00:00:00.280311,0 days 00:00:00.003784
1789,1790,24,2048,256,256,0.0,3,0 days 00:00:00.024948,0 days 00:01:43.476733,87.2,86.2,57,32066310.0,0 days 00:00:00.080904,0 days 00:00:00.288556,0 days 00:00:00.007296
1790,1791,24,2048,256,256,0.0,5,0 days 00:00:00.024948,0 days 00:02:33.659370,91.4,91.4,63,88591110.0,0 days 00:00:00.094176,0 days 00:00:00.290042,0 days 00:00:00.017962
1791,1792,24,2048,256,256,0.0,7,0 days 00:00:00.024948,0 days 00:03:08.460812,91.0,90.8,61,173378310.0,0 days 00:00:00.093804,0 days 00:00:00.298844,0 days 00:00:00.034285
1792,1793,24,2048,512,128,0.75,2,0 days 00:00:00.037953,0 days 00:03:14.756274,87.4,87.4,63,28980486.0,0 days 00:00:00.118224,0 days 00:00:00.300488,0 days 00:00:00.007611
1793,1794,24,2048,512,128,0.75,3,0 days 00:00:00.037953,0 days 00:02:43.191266,87.6,86.8,54,64525446.0,0 days 00:00:00.117726,0 days 00:00:00.299894,0 days 00:00:00.014441
1794,1795,24,2048,512,128,0.75,5,0 days 00:00:00.037953,0 days 00:04:42.559085,93.0,93.0,66,178269318.0,0 days 00:00:00.113329,0 days 00:00:00.301237,0 days 00:00:00.035854
1795,1796,24,2048,512,128,0.75,7,0 days 00:00:00.037953,0 days 00:05:23.868774,92.6,92.6,57,348885126.0,0 days 00:00:00.118779,0 days 00:00:00.308879,0 days 00:00:00.069122
1796,1797,24,2048,512,256,0.5,2,0 days 00:00:00.019505,0 days 00:02:13.043617,90.4,90.6,73,14402310.0,0 days 00:00:00.086261,0 days 00:00:00.280121,0 days 00:00:00.003886
1797,1798,24,2048,512,256,0.5,3,0 days 00:00:00.019505,0 days 00:02:07.435398,89.8,89.6,68,32066310.0,0 days 00:00:00.093991,0 days 00:00:00.288820,0 days 00:00:00.007218
1798,1799,24,2048,512,256,0.5,5,0 days 00:00:00.019505,0 days 00:03:05.566634,94.2,94.2,74,88591110.0,0 days 00:00:00.096913,0 days 00:00:00.295981,0 days 00:00:00.018031
1799,1800,24,2048,512,256,0.5,7,0 days 00:00:00.019505,0 days 00:02:47.161972,90.2,90.0,53,173378310.0,0 days 00:00:00.094224,0 days 00:00:00.303618,0 days 00:00:00.034341
1800,1801,24,2048,512,384,0.25,2,0 days 00:00:00.019947,0 days 00:01:46.288703,90.6,90.8,77,9675974.0,0 days 00:00:00.083893,0 days 00:00:00.284965,0 days 00:00:00.002563
1801,1802,24,2048,512,384,0.25,3,0 days 00:00:00.019947,0 days 00:01:59.929578,92.8,93.0,80,21543494.0,0 days 00:00:00.091855,0 days 00:00:00.284264,0 days 00:00:00.004896
1802,1803,24,2048,512,384,0.25,5,0 days 00:00:00.019947,0 days 00:02:17.531937,92.4,92.6,72,59519558.0,0 days 00:00:00.067703,0 days 00:00:00.288089,0 days 00:00:00.012268
1803,1804,24,2048,512,384,0.25,7,0 days 00:00:00.019947,0 days 00:02:24.891787,92.4,92.6,60,116483654.0,0 days 00:00:00.083439,0 days 00:00:00.291363,0 days 00:00:00.023249
1804,1805,24,2048,512,512,0.0,2,0 days 00:00:00.018263,0 days 00:01:24.270173,90.0,90.4,72,7201606.0,0 days 00:00:00.073976,0 days 00:00:00.283247,0 days 00:00:00.001928
1805,1806,24,2048,512,512,0.0,3,0 days 00:00:00.018263,0 days 00:01:29.069090,91.6,91.6,73,16033606.0,0 days 00:00:00.077082,0 days 00:00:00.287545,0 days 00:00:00.003660
1806,1807,24,2048,512,512,0.0,5,0 days 00:00:00.018263,0 days 00:01:53.212629,92.4,93.0,73,44296006.0,0 days 00:00:00.063395,0 days 00:00:00.304225,0 days 00:00:00.009242
1807,1808,24,2048,512,512,0.0,7,0 days 00:00:00.018263,0 days 00:02:02.598859,92.4,92.6,64,86689606.0,0 days 00:00:00.072605,0 days 00:00:00.295493,0 days 00:00:00.017484
1808,1809,24,2048,1024,256,0.75,2,0 days 00:00:00.019349,0 days 00:01:56.872904,87.4,88.4,63,14402310.0,0 days 00:00:00.087186,0 days 00:00:00.281501,0 days 00:00:00.003844
1809,1810,24,2048,1024,256,0.75,3,0 days 00:00:00.019349,0 days 00:01:58.391926,91.2,91.0,64,32066310.0,0 days 00:00:00.088186,0 days 00:00:00.291189,0 days 00:00:00.007211
1810,1811,24,2048,1024,256,0.75,5,0 days 00:00:00.019349,0 days 00:02:33.146229,91.6,92.2,61,88591110.0,0 days 00:00:00.083283,0 days 00:00:00.295653,0 days 00:00:00.018064
1811,1812,24,2048,1024,256,0.75,7,0 days 00:00:00.019349,0 days 00:02:52.420898,94.0,94.0,56,173378310.0,0 days 00:00:00.091291,0 days 00:00:00.293432,0 days 00:00:00.034409
1812,1813,24,2048,1024,512,0.5,2,0 days 00:00:00.014081,0 days 00:01:38.001831,90.2,91.0,80,7201606.0,0 days 00:00:00.080017,0 days 00:00:00.444412,0 days 00:00:00.001895
1813,1814,24,2048,1024,512,0.5,3,0 days 00:00:00.014081,0 days 00:01:33.019883,91.0,91.4,74,16033606.0,0 days 00:00:00.077361,0 days 00:00:00.297097,0 days 00:00:00.003678
1814,1815,24,2048,1024,512,0.5,5,0 days 00:00:00.014081,0 days 00:01:50.144318,93.0,93.6,71,44296006.0,0 days 00:00:00.073682,0 days 00:00:00.298764,0 days 00:00:00.009042
1815,1816,24,2048,1024,512,0.5,7,0 days 00:00:00.014081,0 days 00:01:55.106106,92.6,92.8,60,86689606.0,0 days 00:00:00.074718,0 days 00:00:00.295130,0 days 00:00:00.017491
1816,1817,24,2048,1024,768,0.25,2,0 days 00:00:00.012352,0 days 00:01:30.958753,92.0,92.2,80,4874118.0,0 days 00:00:00.065939,0 days 00:00:00.281172,0 days 00:00:00.001365
1817,1818,24,2048,1024,768,0.25,3,0 days 00:00:00.012352,0 days 00:01:17.124263,92.4,92.6,70,10852998.0,0 days 00:00:00.067733,0 days 00:00:00.291245,0 days 00:00:00.002530
1818,1819,24,2048,1024,768,0.25,5,0 days 00:00:00.012352,0 days 00:01:43.688454,94.0,94.0,79,29985414.0,0 days 00:00:00.072189,0 days 00:00:00.294738,0 days 00:00:00.006203
1819,1820,24,2048,1024,768,0.25,7,0 days 00:00:00.012352,0 days 00:01:49.913737,94.8,95.2,71,58684038.0,0 days 00:00:00.062026,0 days 00:00:00.291647,0 days 00:00:00.011753
1820,1821,24,2048,1024,1024,0.0,2,0 days 00:00:00.013906,0 days 00:00:56.382058,89.2,89.6,65,3650374.0,0 days 00:00:00.061941,0 days 00:00:00.275209,0 days 00:00:00.000988
1821,1822,24,2048,1024,1024,0.0,3,0 days 00:00:00.013906,0 days 00:01:14.870062,92.0,92.2,80,8127814.0,0 days 00:00:00.072004,0 days 00:00:00.282217,0 days 00:00:00.001889
1822,1823,24,2048,1024,1024,0.0,5,0 days 00:00:00.013906,0 days 00:01:17.551815,94.4,95.0,75,22455622.0,0 days 00:00:00.063750,0 days 00:00:00.285489,0 days 00:00:00.004682
